,Unnamed: 0,Day,Month,Cycle,Location,Fleet,Count,Fleet_label,N_Fleet_type
174,2,3,July,2,YQB,F286,1,F286,F-286
175,2,3,July,2,YYZ,F670|F192|F546,92,F347,F-347
176,2,3,July,2,YYZ,F295,50,F295,F-295
177,2,3,July,2,YYZ,F690,15,F690,F-690
178,2,3,July,2,YYZ,F855,36,F855,F-855
179,2,3,July,2,YYZ,F630,50,F630,F-630
180,2,3,July,2,YYZ,F231,32,F231,F-231
181,2,3,July,2,YYZ,F286,35,F286,F-286
182,2,3,July,2,YVR,F670|F192|F546,36,F347,F-347
183,2,3,July,2,YVR,F295,18,F295,F-295
184,2,3,July,2,YVR,F690,4,F690,F-690
185,2,3,July,2,YVR,F855,11,F855,F-855
186,2,3,July,2,YVR,F630,17,F630,F-630
187,2,3,July,2,YVR,F231,10,F231,F-231
188,2,3,July,2,YVR,F286,14,F286,F-286
189,2,3,July,2,YYC,F670|F192|F546,6,F347,F-347
190,2,3,July,2,YYC,F295,2,F295,F-295
191,2,3,July,2,YYC,F690,0,F690,F-690
192,2,3,July,2,YYC,F855,2,F855,F-855
193,2,3,July,2,YYC,F630,4,F630,F-630
194,2,3,July,2,YYC,F231,3,F231,F-231
195,2,3,July,2,YYC,F286,3,F286,F-286
196,2,3,July,2,YEG,F670|F192|F546,2,F347,F-347
197,2,3,July,2,YEG,F295,2,F295,F-295
198,2,3,July,2,YEG,F690,0,F690,F-690
199,2,3,July,2,YEG,F855,0,F855,F-855
200,2,3,July,2,YEG,F630,0,F630,F-630
201,2,3,July,2,YEG,F231,0,F231,F-231
202,2,3,July,2,YEG,F286,1,F286,F-286
203,2,3,July,2,YWG,F670|F192|F546,2,F347,F-347
204,2,3,July,2,YWG,F295,1,F295,F-295
205,2,3,July,2,YWG,F690,0,F690,F-690
206,2,3,July,2,YWG,F855,0,F855,F-855
207,2,3,July,2,YWG,F630,0,F630,F-630
208,2,3,July,2,YWG,F231,0,F231,F-231
209,2,3,July,2,YWG,F286,0,F286,F-286
210,3,4,July,2,YUL,F670|F192|F546,40,F347,F-347
211,3,4,July,2,YUL,F295,19,F295,F-295
212,3,4,July,2,YUL,F690,4,F690,F-690
213,3,4,July,2,YUL,F855,14,F855,F-855
214,3,4,July,2,YUL,F630,22,F630,F-630
215,3,4,July,2,YUL,F231,10,F231,F-231
216,3,4,July,2,YUL,F286,16,F286,F-286
217,3,4,July,2,YYT,F670|F192|F546,2,F347,F-347
218,3,4,July,2,YYT,F295,0,F295,F-295
219,3,4,July,2,YYT,F690,0,F690,F-690
220,3,4,July,2,YYT,F855,0,F855,F-855
221,3,4,July,2,YYT,F630,0,F630,F-630
222,3,4,July,2,YYT,F231,0,F231,F-231
223,3,4,July,2,YYT,F286,1,F286,F-286
224,3,4,July,2,YOW,F670|F192|F546,2,F347,F-347
225,3,4,July,2,YOW,F295,1,F295,F-295
226,3,4,July,2,YOW,F690,0,F690,F-690
227,3,4,July,2,YOW,F855,0,F855,F-855
228,3,4,July,2,YOW,F630,0,F630,F-630
229,3,4,July,2,YOW,F231,0,F231,F-231
230,3,4,July,2,YOW,F286,1,F286,F-286
231,3,4,July,2,YHZ,F670|F192|F546,3,F347,F-347
232,3,4,July,2,YHZ,F295,1,F295,F-295
233,3,4,July,2,YHZ,F690,0,F690,F-690
234,3,4,July,2,YHZ,F855,0,F855,F-855
235,3,4,July,2,YHZ,F630,0,F630,F-630
236,3,4,July,2,YHZ,F231,0,F231,F-231
237,3,4,July,2,YHZ,F286,1,F286,F-286
238,3,4,July,2,YQB,F670|F192|F546,1,F347,F-347
239,3,4,July,2,YQB,F295,0,F295,F-295
240,3,4,July,2,YQB,F690,0,F690,F-690
241,3,4,July,2,YQB,F855,0,F855,F-855
242,3,4,July,2,YQB,F630,0,F630,F-630
243,3,4,July,2,YQB,F231,0,F231,F-231
244,3,4,July,2,YQB,F286,1,F286,F-286
245,3,4,July,2,YYZ,F670|F192|F546,92,F347,F-347
246,3,4,July,2,YYZ,F295,50,F295,F-295
247,3,4,July,2,YYZ,F690,15,F690,F-690
248,3,4,July,2,YYZ,F855,36,F855,F-855
249,3,4,July,2,YYZ,F630,50,F630,F-630
250,3,4,July,2,YYZ,F231,32,F231,F-231
251,3,4,July,2,YYZ,F286,35,F286,F-286
252,3,4,July,2,YVR,F670|F192|F546,36,F347,F-347
253,3,4,July,2,YVR,F295,18,F295,F-295
254,3,4,July,2,YVR,F690,4,F690,F-690
255,3,4,July,2,YVR,F855,11,F855,F-855
256,3,4,July,2,YVR,F630,17,F630,F-630
257,3,4,July,2,YVR,F231,10,F231,F-231
258,3,4,July,2,YVR,F286,14,F286,F-286
259,3,4,July,2,YYC,F670|F192|F546,6,F347,F-347
260,3,4,July,2,YYC,F295,2,F295,F-295
261,3,4,July,2,YYC,F690,0,F690,F-690
262,3,4,July,2,YYC,F855,2,F855,F-855
263,3,4,July,2,YYC,F630,4,F630,F-630
264,3,4,July,2,YYC,F231,3,F231,F-231
265,3,4,July,2,YYC,F286,3,F286,F-286
266,3,4,July,2,YEG,F670|F192|F546,2,F347,F-347
267,3,4,July,2,YEG,F295,2,F295,F-295
268,3,4,July,2,YEG,F690,0,F690,F-690
269,3,4,July,2,YEG,F855,0,F855,F-855
270,3,4,July,2,YEG,F630,0,F630,F-630
271,3,4,July,2,YEG,F231,0,F231,F-231
272,3,4,July,2,YEG,F286,1,F286,F-286
273,3,4,July,2,YWG,F670|F192|F546,2,F347,F-347
274,3,4,July,2,YWG,F295,1,F295,F-295
275,3,4,July,2,YWG,F690,0,F690,F-690
276,3,4,July,2,YWG,F855,0,F855,F-855
277,3,4,July,2,YWG,F630,0,F630,F-630
278,3,4,July,2,YWG,F231,0,F231,F-231
279,3,4,July,2,YWG,F286,0,F286,F-286
280,4,5,July,2,YUL,F670|F192|F546,40,F347,F-347
281,4,5,July,2,YUL,F295,19,F295,F-295
282,4,5,July,2,YUL,F690,4,F690,F-690
283,4,5,July,2,YUL,F855,14,F855,F-855
284,4,5,July,2,YUL,F630,22,F630,F-630
285,4,5,July,2,YUL,F231,10,F231,F-231
286,4,5,July,2,YUL,F286,16,F286,F-286
287,4,5,July,2,YYT,F670|F192|F546,2,F347,F-347
288,4,5,July,2,YYT,F295,0,F295,F-295
289,4,5,July,2,YYT,F690,0,F690,F-690
290,4,5,July,2,YYT,F855,0,F855,F-855
291,4,5,July,2,YYT,F630,0,F630,F-630
292,4,5,July,2,YYT,F231,0,F231,F-231
293,4,5,July,2,YYT,F286,1,F286,F-286
294,4,5,July,2,YOW,F670|F192|F546,2,F347,F-347
295,4,5,July,2,YOW,F295,1,F295,F-295
296,4,5,July,2,YOW,F690,0,F690,F-690
297,4,5,July,2,YOW,F855,0,F855,F-855
298,4,5,July,2,YOW,F630,0,F630,F-630
299,4,5,July,2,YOW,F231,0,F231,F-231
300,4,5,July,2,YOW,F286,1,F286,F-286
301,4,5,July,2,YHZ,F670|F192|F546,3,F347,F-347
302,4,5,July,2,YHZ,F295,1,F295,F-295
303,4,5,July,2,YHZ,F690,0,F690,F-690
304,4,5,July,2,YHZ,F855,0,F855,F-855
305,4,5,July,2,YHZ,F630,0,F630,F-630
306,4,5,July,2,YHZ,F231,0,F231,F-231
307,4,5,July,2,YHZ,F286,1,F286,F-286
308,4,5,July,2,YQB,F670|F192|F546,1,F347,F-347
309,4,5,July,2,YQB,F295,0,F295,F-295
310,4,5,July,2,YQB,F690,0,F690,F-690
311,4,5,July,2,YQB,F855,0,F855,F-855
312,4,5,July,2,YQB,F630,0,F630,F-630
313,4,5,July,2,YQB,F231,0,F231,F-231
314,4,5,July,2,YQB,F286,1,F286,F-286
315,4,5,July,2,YYZ,F670|F192|F546,92,F347,F-347
316,4,5,July,2,YYZ,F295,50,F295,F-295
317,4,5,July,2,YYZ,F690,15,F690,F-690
318,4,5,July,2,YYZ,F855,36,F855,F-855
319,4,5,July,2,YYZ,F630,50,F630,F-630
320,4,5,July,2,YYZ,F231,32,F231,F-231
321,4,5,July,2,YYZ,F286,35,F286,F-286
322,4,5,July,2,YVR,F670|F192|F546,36,F347,F-347
323,4,5,July,2,YVR,F295,18,F295,F-295
324,4,5,July,2,YVR,F690,4,F690,F-690
325,4,5,July,2,YVR,F855,11,F855,F-855
326,4,5,July,2,YVR,F630,17,F630,F-630
327,4,5,July,2,YVR,F231,10,F231,F-231
328,4,5,July,2,YVR,F286,14,F286,F-286
329,4,5,July,2,YYC,F670|F192|F546,6,F347,F-347
330,4,5,July,2,YYC,F295,2,F295,F-295
331,4,5,July,2,YYC,F690,0,F690,F-690
332,4,5,July,2,YYC,F855,2,F855,F-855
333,4,5,July,2,YYC,F630,4,F630,F-630
334,4,5,July,2,YYC,F231,3,F231,F-231
335,4,5,July,2,YYC,F286,3,F286,F-286
336,4,5,July,2,YEG,F670|F192|F546,2,F347,F-347
337,4,5,July,2,YEG,F295,2,F295,F-295
338,4,5,July,2,YEG,F690,0,F690,F-690
339,4,5,July,2,YEG,F855,0,F855,F-855
340,4,5,July,2,YEG,F630,0,F630,F-630
341,4,5,July,2,YEG,F231,0,F231,F-231
342,4,5,July,2,YEG,F286,1,F286,F-286
343,4,5,July,2,YWG,F670|F192|F546,2,F347,F-347
344,4,5,July,2,YWG,F295,1,F295,F-295
345,4,5,July,2,YWG,F690,0,F690,F-690
346,4,5,July,2,YWG,F855,0,F855,F-855
347,4,5,July,2,YWG,F630,0,F630,F-630
348,4,5,July,2,YWG,F231,0,F231,F-231
349,4,5,July,2,YWG,F286,0,F286,F-286
350,5,6,July,1,YUL,F670|F192|F546,40,F347,F-347
351,5,6,July,1,YUL,F295,19,F295,F-295
352,5,6,July,1,YUL,F690,4,F690,F-690
353,5,6,July,1,YUL,F855,14,F855,F-855
354,5,6,July,1,YUL,F630,22,F630,F-630
355,5,6,July,1,YUL,F231,10,F231,F-231
356,5,6,July,1,YUL,F286,16,F286,F-286
357,5,6,July,1,YYT,F670|F192|F546,2,F347,F-347
358,5,6,July,1,YYT,F295,0,F295,F-295
359,5,6,July,1,YYT,F690,0,F690,F-690
360,5,6,July,1,YYT,F855,0,F855,F-855
361,5,6,July,1,YYT,F630,0,F630,F-630
362,5,6,July,1,YYT,F231,0,F231,F-231
363,5,6,July,1,YYT,F286,1,F286,F-286
364,5,6,July,1,YOW,F670|F192|F546,2,F347,F-347
365,5,6,July,1,YOW,F295,1,F295,F-295
366,5,6,July,1,YOW,F690,0,F690,F-690
367,5,6,July,1,YOW,F855,0,F855,F-855
368,5,6,July,1,YOW,F630,0,F630,F-630
369,5,6,July,1,YOW,F231,0,F231,F-231
370,5,6,July,1,YOW,F286,1,F286,F-286
371,5,6,July,1,YHZ,F670|F192|F546,2,F347,F-347
372,5,6,July,1,YHZ,F295,2,F295,F-295
373,5,6,July,1,YHZ,F690,0,F690,F-690
374,5,6,July,1,YHZ,F855,0,F855,F-855
375,5,6,July,1,YHZ,F630,0,F630,F-630
376,5,6,July,1,YHZ,F231,0,F231,F-231
377,5,6,July,1,YHZ,F286,1,F286,F-286
378,5,6,July,1,YQB,F670|F192|F546,1,F347,F-347
379,5,6,July,1,YQB,F295,0,F295,F-295
380,5,6,July,1,YQB,F690,0,F690,F-690
381,5,6,July,1,YQB,F855,0,F855,F-855
382,5,6,July,1,YQB,F630,0,F630,F-630
383,5,6,July,1,YQB,F231,0,F231,F-231
384,5,6,July,1,YQB,F286,1,F286,F-286
385,5,6,July,1,YYZ,F670|F192|F546,92,F347,F-347
386,5,6,July,1,YYZ,F295,50,F295,F-295
387,5,6,July,1,YYZ,F690,15,F690,F-690
388,5,6,July,1,YYZ,F855,36,F855,F-855
389,5,6,July,1,YYZ,F630,49,F630,F-630
390,5,6,July,1,YYZ,F231,33,F231,F-231
391,5,6,July,1,YYZ,F286,35,F286,F-286
392,5,6,July,1,YVR,F670|F192|F546,36,F347,F-347
393,5,6,July,1,YVR,F295,18,F295,F-295
394,5,6,July,1,YVR,F690,4,F690,F-690
395,5,6,July,1,YVR,F855,11,F855,F-855
396,5,6,July,1,YVR,F630,17,F630,F-630
397,5,6,July,1,YVR,F231,10,F231,F-231
398,5,6,July,1,YVR,F286,15,F286,F-286
399,5,6,July,1,YYC,F670|F192|F546,6,F347,F-347
400,5,6,July,1,YYC,F295,2,F295,F-295
401,5,6,July,1,YYC,F690,0,F690,F-690
402,5,6,July,1,YYC,F855,2,F855,F-855
403,5,6,July,1,YYC,F630,4,F630,F-630
404,5,6,July,1,YYC,F231,3,F231,F-231
405,5,6,July,1,YYC,F286,3,F286,F-286
406,5,6,July,1,YEG,F670|F192|F546,2,F347,F-347
407,5,6,July,1,YEG,F295,2,F295,F-295
408,5,6,July,1,YEG,F690,0,F690,F-690
409,5,6,July,1,YEG,F855,0,F855,F-855
410,5,6,July,1,YEG,F630,0,F630,F-630
411,5,6,July,1,YEG,F231,0,F231,F-231
412,5,6,July,1,YEG,F286,1,F286,F-286
413,5,6,July,1,YWG,F670|F192|F546,2,F347,F-347
414,5,6,July,1,YWG,F295,1,F295,F-295
415,5,6,July,1,YWG,F690,0,F690,F-690
416,5,6,July,1,YWG,F855,0,F855,F-855
417,5,6,July,1,YWG,F630,0,F630,F-630
418,5,6,July,1,YWG,F231,0,F231,F-231
419,5,6,July,1,YWG,F286,1,F286,F-286
420,6,7,July,1,YUL,F670|F192|F546,40,F347,F-347
421,6,7,July,1,YUL,F295,19,F295,F-295
422,6,7,July,1,YUL,F690,4,F690,F-690
423,6,7,July,1,YUL,F855,14,F855,F-855
424,6,7,July,1,YUL,F630,22,F630,F-630
425,6,7,July,1,YUL,F231,10,F231,F-231
426,6,7,July,1,YUL,F286,16,F286,F-286
427,6,7,July,1,YYT,F670|F192|F546,2,F347,F-347
428,6,7,July,1,YYT,F295,0,F295,F-295
429,6,7,July,1,YYT,F690,0,F690,F-690
430,6,7,July,1,YYT,F855,0,F855,F-855
431,6,7,July,1,YYT,F630,0,F630,F-630
432,6,7,July,1,YYT,F231,0,F231,F-231
433,6,7,July,1,YYT,F286,1,F286,F-286
434,6,7,July,1,YOW,F670|F192|F546,2,F347,F-347
435,6,7,July,1,YOW,F295,1,F295,F-295
436,6,7,July,1,YOW,F690,0,F690,F-690
437,6,7,July,1,YOW,F855,0,F855,F-855
438,6,7,July,1,YOW,F630,0,F630,F-630
439,6,7,July,1,YOW,F231,0,F231,F-231
440,6,7,July,1,YOW,F286,1,F286,F-286
441,6,7,July,1,YHZ,F670|F192|F546,2,F347,F-347
442,6,7,July,1,YHZ,F295,2,F295,F-295
443,6,7,July,1,YHZ,F690,0,F690,F-690
444,6,7,July,1,YHZ,F855,0,F855,F-855
445,6,7,July,1,YHZ,F630,0,F630,F-630
446,6,7,July,1,YHZ,F231,0,F231,F-231
447,6,7,July,1,YHZ,F286,1,F286,F-286
448,6,7,July,1,YQB,F670|F192|F546,1,F347,F-347
449,6,7,July,1,YQB,F295,0,F295,F-295
450,6,7,July,1,YQB,F690,0,F690,F-690
451,6,7,July,1,YQB,F855,0,F855,F-855
452,6,7,July,1,YQB,F630,0,F630,F-630
453,6,7,July,1,YQB,F231,0,F231,F-231
454,6,7,July,1,YQB,F286,1,F286,F-286
455,6,7,July,1,YYZ,F670|F192|F546,92,F347,F-347
456,6,7,July,1,YYZ,F295,50,F295,F-295
457,6,7,July,1,YYZ,F690,15,F690,F-690
458,6,7,July,1,YYZ,F855,36,F855,F-855
459,6,7,July,1,YYZ,F630,49,F630,F-630
460,6,7,July,1,YYZ,F231,33,F231,F-231
461,6,7,July,1,YYZ,F286,35,F286,F-286
462,6,7,July,1,YVR,F670|F192|F546,36,F347,F-347
463,6,7,July,1,YVR,F295,18,F295,F-295
464,6,7,July,1,YVR,F690,4,F690,F-690
465,6,7,July,1,YVR,F855,11,F855,F-855
466,6,7,July,1,YVR,F630,17,F630,F-630
467,6,7,July,1,YVR,F231,10,F231,F-231
468,6,7,July,1,YVR,F286,15,F286,F-286
469,6,7,July,1,YYC,F670|F192|F546,6,F347,F-347
470,6,7,July,1,YYC,F295,2,F295,F-295
471,6,7,July,1,YYC,F690,0,F690,F-690
472,6,7,July,1,YYC,F855,2,F855,F-855
473,6,7,July,1,YYC,F630,4,F630,F-630
474,6,7,July,1,YYC,F231,3,F231,F-231
475,6,7,July,1,YYC,F286,3,F286,F-286
476,6,7,July,1,YEG,F670|F192|F546,2,F347,F-347
477,6,7,July,1,YEG,F295,2,F295,F-295
478,6,7,July,1,YEG,F690,0,F690,F-690
479,6,7,July,1,YEG,F855,0,F855,F-855
480,6,7,July,1,YEG,F630,0,F630,F-630
481,6,7,July,1,YEG,F231,0,F231,F-231
482,6,7,July,1,YEG,F286,1,F286,F-286
483,6,7,July,1,YWG,F670|F192|F546,2,F347,F-347
484,6,7,July,1,YWG,F295,1,F295,F-295
485,6,7,July,1,YWG,F690,0,F690,F-690
486,6,7,July,1,YWG,F855,0,F855,F-855
487,6,7,July,1,YWG,F630,0,F630,F-630
488,6,7,July,1,YWG,F231,0,F231,F-231
489,6,7,July,1,YWG,F286,1,F286,F-286
490,7,8,July,1,YUL,F670|F192|F546,40,F347,F-347
491,7,8,July,1,YUL,F295,19,F295,F-295
492,7,8,July,1,YUL,F690,4,F690,F-690
493,7,8,July,1,YUL,F855,14,F855,F-855
494,7,8,July,1,YUL,F630,22,F630,F-630
495,7,8,July,1,YUL,F231,10,F231,F-231
496,7,8,July,1,YUL,F286,16,F286,F-286
497,7,8,July,1,YYT,F670|F192|F546,2,F347,F-347
498,7,8,July,1,YYT,F295,0,F295,F-295
499,7,8,July,1,YYT,F690,0,F690,F-690
500,7,8,July,1,YYT,F855,0,F855,F-855
501,7,8,July,1,YYT,F630,0,F630,F-630
502,7,8,July,1,YYT,F231,0,F231,F-231
503,7,8,July,1,YYT,F286,1,F286,F-286
504,7,8,July,1,YOW,F670|F192|F546,2,F347,F-347
505,7,8,July,1,YOW,F295,1,F295,F-295
506,7,8,July,1,YOW,F690,0,F690,F-690
507,7,8,July,1,YOW,F855,0,F855,F-855
508,7,8,July,1,YOW,F630,0,F630,F-630
509,7,8,July,1,YOW,F231,0,F231,F-231
510,7,8,July,1,YOW,F286,1,F286,F-286
511,7,8,July,1,YHZ,F670|F192|F546,2,F347,F-347
512,7,8,July,1,YHZ,F295,2,F295,F-295
