,index,Unnamed: 0,Month,Location,N_Fleet_type,Cycle,Count,Departing Station,N_Fleet_Type,Quarter,dist,Final_head_count,Last_head_count
192,206,206,October,YUL,F-630,1.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
193,207,207,October,YUL,F-630,1.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
194,208,208,October,YUL,F-630,1.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
195,209,209,October,YUL,F-630,1.0,22,YUL,F-630,N(4),0.0,0.0,0
196,210,210,October,YUL,F-630,2.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
197,211,211,October,YUL,F-630,2.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
198,212,212,October,YUL,F-630,2.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
199,213,213,October,YUL,F-630,2.0,22,YUL,F-630,N(4),0.0,0.0,0
200,214,214,November,YUL,F-630,2.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
201,215,215,November,YUL,F-630,2.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
202,216,216,November,YUL,F-630,2.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
203,217,217,November,YUL,F-630,2.0,22,YUL,F-630,N(4),0.0,0.0,0
204,218,218,November,YUL,F-630,1.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
205,219,219,November,YUL,F-630,1.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
206,220,220,November,YUL,F-630,1.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
207,221,221,November,YUL,F-630,1.0,22,YUL,F-630,N(4),0.0,0.0,0
208,222,222,December,YUL,F-630,2.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
209,223,223,December,YUL,F-630,2.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
210,224,224,December,YUL,F-630,2.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
211,225,225,December,YUL,F-630,2.0,22,YUL,F-630,N(4),0.0,0.0,0
212,226,226,December,YUL,F-630,1.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
213,227,227,December,YUL,F-630,1.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
214,228,228,December,YUL,F-630,1.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
215,229,229,December,YUL,F-630,1.0,22,YUL,F-630,N(4),0.0,0.0,0
216,230,230,January,YUL,F-630,1.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
217,231,231,January,YUL,F-630,1.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
218,232,232,January,YUL,F-630,1.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
219,233,233,January,YUL,F-630,1.0,22,YUL,F-630,N(4),0.0,0.0,0
220,234,234,January,YUL,F-630,2.0,22,YUL,F-630,N(1),0.4612850082372323,10.148270181219113,10
221,235,235,January,YUL,F-630,2.0,22,YUL,F-630,N(2),0.3937397034596375,8.662273476112025,9
222,236,236,January,YUL,F-630,2.0,22,YUL,F-630,N(3),0.1449752883031301,3.189456342668863,3
223,237,237,January,YUL,F-630,2.0,22,YUL,F-630,N(4),0.0,0.0,0
224,238,238,July,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
225,239,239,July,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
226,240,240,July,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
227,241,241,July,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
228,242,242,July,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
229,243,243,July,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
230,244,244,July,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
231,245,245,July,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
232,246,246,August,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
233,247,247,August,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
234,248,248,August,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
235,249,249,August,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
236,250,250,August,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
237,251,251,August,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
238,252,252,August,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
239,253,253,August,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
240,254,254,September,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
241,255,255,September,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
242,256,256,September,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
243,257,257,September,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
244,258,258,September,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
245,259,259,September,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
246,260,260,September,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
247,261,261,September,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
248,262,262,October,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
249,263,263,October,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
250,264,264,October,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
251,265,265,October,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
252,266,266,October,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
253,267,267,October,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
254,268,268,October,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
255,269,269,October,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
256,270,270,November,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
257,271,271,November,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
258,272,272,November,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
259,273,273,November,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
260,274,274,November,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
261,275,275,November,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
262,276,276,November,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
263,277,277,November,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
264,278,278,December,YUL,F-231,2.0,10,YUL,F-231,N(1),0.0,0.0,0
265,279,279,December,YUL,F-231,2.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
266,280,280,December,YUL,F-231,2.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
267,281,281,December,YUL,F-231,2.0,10,YUL,F-231,N(4),0.0,0.0,0
268,282,282,December,YUL,F-231,1.0,10,YUL,F-231,N(1),0.0,0.0,0
269,283,283,December,YUL,F-231,1.0,10,YUL,F-231,N(2),0.8088235294117647,8.088235294117647,8
270,284,284,December,YUL,F-231,1.0,10,YUL,F-231,N(3),0.1911764705882352,1.9117647058823528,2
271,285,285,December,YUL,F-231,1.0,10,YUL,F-231,N(4),0.0,0.0,0
272,286,286,January,YUL,F-231,1.0,11,YUL,F-231,N(1),0.0,0.0,0
273,287,287,January,YUL,F-231,1.0,11,YUL,F-231,N(2),0.8088235294117647,8.897058823529411,9
