,task_id,people,timestamp,ground_id,location,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE,Task_type,ref_date,obj
83,922,2,2022-07-31 16:50:00.000000,110,YYC,1590.0,F-286,L,2022-08-29 21:26:17,1.0,False,2022-07-30 00:01:00,1
84,58,11,2022-07-31 10:45:00.000000,112,YYZ,1768.0,F-286,M,2022-09-28 21:26:17,8.0,False,2022-07-30 00:01:00,1
85,646,5,2022-07-31 11:00:00.000000,112,YYZ,1768.0,F-286,L,2022-08-03 21:26:17,2.0,False,2022-07-30 00:01:00,1
86,965,2,2022-07-31 10:03:00.000000,116,YUL,1443.0,F-286,L,2022-08-05 21:26:17,1.0,False,2022-07-30 00:01:00,1
87,315,5,2022-07-31 16:36:00.000000,117,YUL,2090.0,F-286,L,2022-08-12 21:26:17,4.0,False,2022-07-30 00:01:00,1
88,842,4,2022-07-31 17:06:00.000000,117,YUL,2090.0,F-286,M,2022-09-30 21:26:17,1.0,False,2022-07-30 00:01:00,1
89,200,7,2022-07-31 17:55:00.000000,121,YYZ,1582.0,F-286,M,2022-08-12 21:26:17,5.0,False,2022-07-30 00:01:00,1
90,265,1,2022-07-31 17:09:00.000000,122,YUL,2090.0,F-286,L,2022-09-01 21:26:17,4.0,False,2022-07-30 00:01:00,1
91,152,1,2022-07-31 17:09:00.000000,122,YUL,2090.0,F-286,M,2022-09-25 21:26:17,5.5,False,2022-07-30 00:01:00,1
92,337,1,2022-07-31 17:55:00.000000,122,YUL,2090.0,F-286,M,2022-10-06 21:26:17,3.0,False,2022-07-30 00:01:00,1
93,570,3,2022-07-31 10:55:00.000000,125,YUL,1575.0,F-286,L,2022-08-12 21:26:17,2.0,False,2022-07-30 00:01:00,1
94,1006,3,2022-07-31 11:23:00.000000,125,YUL,1575.0,F-286,M,2022-09-30 21:26:17,1.0,False,2022-07-30 00:01:00,1
95,850,2,2022-07-31 13:03:00.000000,127,YUL,1836.0,F-286,M,2022-09-10 21:26:17,1.0,False,2022-07-30 00:01:00,1
96,944,2,2022-07-31 13:03:00.000000,127,YUL,1836.0,F-286,M,2022-08-20 21:26:17,1.0,False,2022-07-30 00:01:00,1
97,957,2,2022-07-31 13:03:00.000000,127,YUL,1836.0,F-286,M,2022-08-13 21:26:17,1.0,False,2022-07-30 00:01:00,1
98,968,2,2022-07-31 13:04:00.000000,127,YUL,1836.0,F-286,M,2022-10-14 21:26:17,1.0,False,2022-07-30 00:01:00,1
99,166,7,2022-07-31 15:10:00.000000,128,YYZ,2040.0,F-286,M,2022-10-02 21:26:17,5.0,False,2022-07-30 00:01:00,1
100,1065,3,2022-07-31 15:10:00.000000,128,YYZ,2040.0,F-286,M,2022-08-22 21:26:17,1.0,False,2022-07-30 00:01:00,1
101,103,8,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,M,2022-08-05 21:26:17,6.0,False,2022-07-30 00:01:00,1
102,1182,2,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,L,2022-08-29 16:40:42,1.0,False,2022-07-30 00:01:00,1
103,1217,2,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,L,2022-08-24 21:26:17,1.0,False,2022-07-30 00:01:00,1
104,372,4,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,M,2022-08-31 21:26:17,3.0,False,2022-07-30 00:01:00,1
105,699,3,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,M,2022-08-31 21:26:17,2.0,False,2022-07-30 00:01:00,1
106,1197,5,2022-07-31 17:10:00.000000,130,YYZ,1590.0,F-286,M,2022-09-30 07:12:57,1.0,False,2022-07-30 00:01:00,1
107,110,4,2022-07-31 01:30:00.000000,134,YYZ,2108.0,F-286,M,2022-08-04 10:01:52,6.0,False,2022-07-30 00:01:00,1
108,1160,1,2022-07-31 01:30:00.000000,134,YYZ,2108.0,F-286,L,2022-08-04 21:26:17,1.0,False,2022-07-30 00:01:00,1
109,1192,1,2022-07-31 01:30:00.000000,134,YYZ,2108.0,F-286,L,2022-08-04 11:48:58,1.0,False,2022-07-30 00:01:00,1
110,126,8,2022-07-31 16:21:00.000000,138,YUL,1582.0,F-286,M,2022-08-03 21:26:17,6.0,False,2022-07-30 00:01:00,1
111,186,6,2022-07-31 16:03:00.000000,139,YYZ,1605.0,F-286,M,2022-08-07 21:26:17,5.0,False,2022-07-30 00:01:00,1
112,451,4,2022-07-31 16:03:00.000000,139,YYZ,1605.0,F-286,M,2022-08-03 21:26:17,3.0,False,2022-07-30 00:01:00,1
113,1047,2,2022-07-31 16:20:51.428571,139,YYZ,1605.0,F-286,M,2022-08-20 21:26:17,1.0,False,2022-07-30 00:01:00,1
114,1108,2,2022-07-31 16:22:51.428571,139,YYZ,1605.0,F-286,M,2022-08-20 21:26:17,1.0,False,2022-07-30 00:01:00,1
115,174,7,2022-07-31 15:14:00.000000,148,YYZ,1836.0,F-286,M,2022-08-31 19:19:40,5.0,False,2022-07-30 00:01:00,1
116,1236,4,2022-07-31 15:14:00.000000,148,YYZ,1836.0,F-286,L,2022-08-16 19:19:40,1.0,False,2022-07-30 00:01:00,1
117,603,1,2022-07-31 08:03:00.000000,154,YUL,1464.0,F-286,L,2022-08-10 21:26:17,2.0,False,2022-07-30 00:01:00,1
118,682,1,2022-07-31 08:03:00.000000,154,YUL,1464.0,F-286,L,2022-08-10 21:26:17,2.0,False,2022-07-30 00:01:00,1
119,691,1,2022-07-31 08:03:00.000000,154,YUL,1464.0,F-286,L,2022-08-20 21:26:17,2.0,False,2022-07-30 00:01:00,1
120,137,8,2022-07-31 11:10:00.000000,156,YYZ,1476.0,F-286,M,2022-08-16 21:26:17,6.0,False,2022-07-30 00:01:00,1
121,175,10,2022-07-31 11:28:38.181818,156,YYZ,1476.0,F-286,E,2022-08-16 21:26:17,5.0,False,2022-07-30 00:01:00,1
122,140,8,2022-07-31 15:50:00.000000,157,YUL,2176.0,F-286,M,2022-08-02 21:26:17,6.0,False,2022-07-30 00:01:00,1
123,933,1,2022-07-31 10:23:00.000000,159,YUL,1414.0,F-286,L,2022-08-03 21:26:17,1.0,False,2022-07-30 00:01:00,1
124,975,3,2022-07-31 11:00:00.000000,159,YUL,1414.0,F-286,L,2022-08-03 21:26:17,1.0,False,2022-07-30 00:01:00,1
125,1025,3,2022-07-31 11:00:00.000000,159,YUL,1414.0,F-286,L,2022-08-03 21:26:17,1.0,False,2022-07-30 00:01:00,1
126,266,6,2022-07-31 11:52:00.000000,168,YUL,1440.0,F-286,M,2022-08-05 00:00:00,4.0,False,2022-07-30 00:01:00,1
127,788,3,2022-07-31 12:08:00.000000,168,YUL,1440.0,F-286,M,2022-08-11 21:26:17,1.5,False,2022-07-30 00:01:00,1
128,964,2,2022-07-31 12:08:00.000000,168,YUL,1440.0,F-286,M,2022-10-05 21:26:17,1.0,False,2022-07-30 00:01:00,1
129,151,2,2022-07-31 00:07:00.000000,170,YUL,1414.0,F-286,M,2022-08-11 21:26:17,6.0,False,2022-07-30 00:01:00,1
130,688,1,2022-07-31 00:07:00.000000,170,YUL,1414.0,F-286,L,2022-08-08 21:26:17,2.0,False,2022-07-30 00:01:00,1
131,1058,1,2022-07-31 02:07:00.000000,170,YUL,1414.0,F-286,L,2022-08-03 21:26:17,1.0,False,2022-07-30 00:01:00,1
132,617,3,2022-07-31 15:05:00.000000,171,YVR,1380.0,F-286,L,2022-08-29 21:26:17,2.0,False,2022-07-30 00:01:00,1
133,398,4,2022-07-31 15:05:00.000000,171,YVR,1380.0,F-286,M,2022-12-04 21:26:17,3.0,False,2022-07-30 00:01:00,1
134,1145,5,2022-07-31 15:50:00.000000,171,YVR,1380.0,F-286,M,2022-08-04 21:26:17,1.0,False,2022-07-30 00:01:00,1
135,780,3,2022-07-31 17:15:00.000000,177,YUL,1836.0,F-286,L,2022-08-23 19:19:40,2.0,False,2022-07-30 00:01:00,1
136,178,7,2022-07-31 17:24:00.000000,177,YUL,1836.0,F-286,M,2022-08-31 21:26:17,5.0,False,2022-07-30 00:01:00,1
137,831,2,2022-07-31 12:34:00.000000,178,YUL,1744.0,F-286,M,2022-08-08 12:29:36,1.0,False,2022-07-30 00:01:00,1
138,866,2,2022-07-31 12:34:00.000000,178,YUL,1744.0,F-286,M,2022-08-08 21:26:17,1.0,False,2022-07-30 00:01:00,1
139,783,7,2022-07-31 10:26:00.000000,182,YYZ,2000.0,F-286,L,2022-08-11 21:26:17,2.0,False,2022-07-30 00:01:00,1
140,165,6,2022-07-31 15:05:00.000000,187,YYZ,1905.0,F-286,M,2022-08-03 21:26:17,5.0,False,2022-07-30 00:01:00,1
141,1005,2,2022-07-31 09:32:00.000000,188,YYZ,2023.0,F-286,L,2022-08-07 21:26:17,1.0,False,2022-07-30 00:01:00,1
142,1002,1,2022-07-31 10:16:00.000000,189,YYZ,1442.0,F-286,L,2022-08-08 21:26:17,1.0,False,2022-07-30 00:01:00,1
143,1052,3,2022-07-31 10:16:00.000000,189,YYZ,1442.0,F-286,L,2022-08-08 14:16:59,1.0,False,2022-07-30 00:01:00,1
144,179,6,2022-07-31 15:31:00.000000,191,YYZ,1414.0,F-286,M,2022-08-04 16:58:38,5.0,False,2022-07-30 00:01:00,1
145,283,9,2022-07-31 15:55:00.000000,191,YYZ,1414.0,F-286,M,2022-08-05 19:55:17,4.0,False,2022-07-30 00:01:00,1
146,565,4,2022-07-31 15:52:51.428571,191,YYZ,1414.0,F-286,M,2022-08-04 21:26:17,2.0,False,2022-07-30 00:01:00,1
147,728,5,2022-07-31 15:56:51.428571,191,YYZ,1414.0,F-286,M,2022-08-10 21:26:17,2.0,False,2022-07-30 00:01:00,1
148,977,19,2022-07-31 16:21:40.000000,191,YYZ,1414.0,F-286,M,2022-08-04 21:26:17,1.0,False,2022-07-30 00:01:00,1
149,191,7,2022-07-31 17:23:00.000000,192,YYZ,2040.0,F-286,M,2022-10-02 21:26:17,5.0,False,2022-07-30 00:01:00,1
150,757,8,2022-07-31 17:23:00.000000,192,YYZ,2040.0,F-286,M,2022-08-08 21:26:17,2.0,False,2022-07-30 00:01:00,1
151,1161,1,2022-07-31 09:20:00.000000,200,YYZ,2006.0,F-286,L,2022-08-02 23:59:00,1.0,False,2022-07-30 00:01:00,1
152,1246,1,2022-07-31 09:20:00.000000,200,YYZ,2006.0,F-286,L,2022-08-05 21:26:17,1.0,False,2022-07-30 00:01:00,1
153,1199,3,2022-07-31 16:35:00.000000,201,YUL,2178.0,F-286,L,2023-01-28 23:37:08,1.0,False,2022-07-30 00:01:00,1
154,1215,2,2022-07-31 16:55:00.000000,204,YUL,1464.0,F-286,L,2022-08-10 21:26:17,1.0,False,2022-07-30 00:01:00,1
155,223,5,2022-07-31 11:20:00.000000,206,YUL,1508.0,F-286,M,2023-01-23 21:26:17,4.0,False,2022-07-30 00:01:00,1
156,909,1,2022-07-31 16:09:00.000000,210,YYC,1443.0,F-286,M,2022-08-03 21:26:17,1.0,False,2022-07-30 00:01:00,1
157,528,3,2022-07-31 02:30:00.000000,212,YYZ,1836.0,F-286,M,2022-11-06 00:00:00,2.0,False,2022-07-30 00:01:00,1
158,540,6,2022-07-31 16:00:00.000000,218,YUL,1836.0,F-286,M,2022-08-20 21:26:17,2.0,False,2022-07-30 00:01:00,1
159,269,5,2022-08-01 15:10:00.000000,219,YVR,2178.0,F-286,M,2022-08-10 00:00:00,4.0,False,2022-07-30 00:01:00,2
160,1018,2,2022-08-01 15:10:00.000000,219,YVR,2178.0,F-286,M,2022-10-29 21:26:17,1.0,False,2022-07-30 00:01:00,2
161,992,1,2022-08-01 08:58:00.000000,223,YUL,1440.0,F-286,M,2022-09-08 21:26:17,1.0,False,2022-07-30 00:01:00,2
162,1073,1,2022-08-01 08:58:00.000000,223,YUL,1440.0,F-286,M,2022-09-29 21:26:17,1.0,False,2022-07-30 00:01:00,2
163,606,3,2022-08-01 11:06:00.000000,225,YUL,1456.0,F-286,M,2022-10-31 21:26:17,2.0,False,2022-07-30 00:01:00,2
164,279,3,2022-08-01 17:06:00.000000,228,YUL,1836.0,F-286,M,2022-08-06 21:26:17,4.0,False,2022-07-30 00:01:00,2
165,313,3,2022-08-01 17:06:00.000000,228,YUL,1836.0,F-286,M,2022-08-07 15:30:00,4.0,False,2022-07-30 00:01:00,2
166,344,2,2022-08-01 17:06:00.000000,228,YUL,1836.0,F-286,M,2022-08-08 19:19:40,3.0,False,2022-07-30 00:01:00,2
167,396,2,2022-08-01 17:06:00.000000,228,YUL,1836.0,F-286,M,2022-08-08 21:26:17,3.0,False,2022-07-30 00:01:00,2
168,701,4,2022-08-01 18:26:00.000000,228,YUL,1836.0,F-286,M,2022-09-01 21:26:17,2.0,False,2022-07-30 00:01:00,2
169,300,6,2022-08-01 16:22:00.000000,234,YUL,1456.0,F-286,M,2022-11-04 21:26:17,4.0,False,2022-07-30 00:01:00,2
170,1078,3,2022-08-01 10:06:00.000000,243,YUL,1440.0,F-286,M,2022-08-11 21:26:17,1.0,False,2022-07-30 00:01:00,2
171,358,4,2022-08-01 16:46:00.000000,244,YUL,1575.0,F-286,M,2022-09-27 21:26:17,3.0,False,2022-07-30 00:01:00,2
172,1107,3,2022-08-01 16:46:00.000000,244,YUL,1575.0,F-286,M,2022-10-02 21:26:17,1.0,False,2022-07-30 00:01:00,2
173,401,2,2022-08-01 16:04:00.000000,247,YYZ,1744.0,F-286,M,2022-09-11 21:26:17,3.0,False,2022-07-30 00:01:00,2
174,676,2,2022-08-01 16:04:00.000000,247,YYZ,1744.0,F-286,M,2022-08-15 21:26:17,2.0,False,2022-07-30 00:01:00,2
175,414,1,2022-08-01 17:14:00.000000,248,YUL,1575.0,F-286,M,2022-09-27 21:26:17,3.0,False,2022-07-30 00:01:00,2
176,585,3,2022-08-01 10:55:00.000000,251,YUL,2000.0,F-286,M,2022-08-05 00:00:00,2.0,False,2022-07-30 00:01:00,2
177,948,2,2022-08-01 16:56:00.000000,253,YYC,2268.0,F-286,M,2022-09-27 21:26:17,1.0,False,2022-07-30 00:01:00,2
178,982,1,2022-08-01 08:40:00.000000,254,YUL,2268.0,F-286,M,2022-08-15 21:26:17,1.0,False,2022-07-30 00:01:00,2
179,1046,3,2022-08-01 10:26:00.000000,255,YUL,1938.0,F-286,M,2022-10-06 21:26:17,1.0,False,2022-07-30 00:01:00,2
180,1097,3,2022-08-01 11:00:00.000000,255,YUL,1938.0,F-286,M,2022-10-06 21:26:17,1.0,False,2022-07-30 00:01:00,2
181,1120,3,2022-08-01 11:00:00.000000,255,YUL,1938.0,F-286,M,2022-10-06 21:26:17,1.0,False,2022-07-30 00:01:00,2
182,439,1,2022-08-01 13:56:00.000000,265,YYZ,1442.0,F-286,M,2022-10-16 21:26:17,3.0,False,2022-07-30 00:01:00,2
183,1100,1,2022-08-01 00:07:00.000000,266,YUL,1464.0,F-286,M,2022-08-09 21:26:17,1.0,False,2022-07-30 00:01:00,2
184,1124,1,2022-08-01 17:26:00.000000,282,YYC,2178.0,F-286,M,2022-08-05 00:01:33,1.0,False,2022-07-30 00:01:00,2
185,1181,1,2022-08-01 18:26:00.000000,283,YUL,1440.0,F-286,M,2022-09-29 21:26:17,1.0,False,2022-07-30 00:01:00,2
186,1184,2,2022-08-01 16:04:00.000000,288,YUL,1414.0,F-286,M,2022-08-09 21:26:17,1.0,False,2022-07-30 00:01:00,2
